,Chuquisaca,La Paz,Cochabamba,Oruro,Potosí,Tarija,Santa Cruz,Beni,Pando,tipo
2022-03-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-03-20,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-03-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-03-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-03-23,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-03-24,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,decesos
2022-03-25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-03-26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-03-27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-03-28,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-03-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-03-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-03-31,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-04-01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,decesos
2022-04-03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-04,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-04-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-07,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-04-08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-13,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,decesos
2022-04-14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-15,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,decesos
2022-04-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-18,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,decesos
2022-04-19,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,decesos
2022-04-20,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,decesos
2022-04-22,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-26,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,decesos
2022-04-27,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,decesos
2022-04-28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-04-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,decesos
2022-05-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,decesos
2022-05-07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-21,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-05-22,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,decesos
2022-05-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-25,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-27,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-05-30,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,decesos
2022-05-31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-04,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-08,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,decesos
2022-06-11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-20,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-25,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,decesos
2022-06-26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-06-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-07-01,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,decesos
2022-07-02,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,decesos
2022-07-03,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-07-04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-07-05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-07-06,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,decesos
2022-07-07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-07-08,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,decesos
2022-07-09,0.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,decesos
2022-07-10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-07-11,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-07-12,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,decesos
2022-07-13,1.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,decesos
2022-07-14,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,decesos
2022-07-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-07-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-07-17,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-07-18,0.00,0.00,1.00,0.00,0.00,0.00,6.00,0.00,0.00,decesos
2022-07-19,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-07-20,1.00,0.00,2.00,0.00,1.00,4.00,0.00,0.00,0.00,decesos
2022-07-21,1.00,1.00,2.00,0.00,1.00,0.00,3.00,0.00,0.00,decesos
2022-07-22,0.00,0.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,decesos
2022-07-23,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-07-24,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,decesos
2022-07-25,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-07-26,0.00,0.00,1.00,2.00,0.00,3.00,1.00,0.00,0.00,decesos
2022-07-27,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,decesos
2022-07-28,0.00,0.00,4.00,1.00,1.00,1.00,2.00,0.00,0.00,decesos
2022-07-29,1.00,0.00,1.00,1.00,0.00,1.00,3.00,1.00,0.00,decesos
2022-07-30,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,decesos
2022-07-31,0.00,0.00,1.00,0.00,0.00,2.00,1.00,1.00,0.00,decesos
2022-08-01,0.00,0.00,3.00,2.00,0.00,1.00,0.00,2.00,0.00,decesos
2022-08-02,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-08-03,0.00,1.00,4.00,1.00,0.00,0.00,1.00,1.00,0.00,decesos
2022-08-04,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,decesos
2022-08-05,1.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,1.00,decesos
2022-08-06,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,decesos
2022-08-07,1.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,decesos
2022-08-08,1.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-08-09,0.00,1.00,2.00,0.00,0.00,1.00,2.00,2.00,0.00,decesos
2022-08-10,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-08-11,1.00,1.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,decesos
2022-08-12,0.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,decesos
2022-08-13,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-08-14,0.00,0.00,3.00,0.00,0.00,2.00,1.00,0.00,0.00,decesos
2022-08-15,0.00,1.00,6.00,0.00,0.00,1.00,1.00,0.00,0.00,decesos
2022-08-16,0.00,0.00,1.00,0.00,0.00,0.00,4.00,0.00,1.00,decesos
2022-08-17,1.00,0.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-08-18,0.00,1.00,1.00,0.00,0.00,2.00,5.00,0.00,0.00,decesos
2022-08-19,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-08-20,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-08-21,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-08-22,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-08-23,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-08-24,0.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00,1.00,decesos
2022-08-25,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,decesos
2022-08-26,0.00,1.00,0.00,2.00,0.00,1.00,0.00,1.00,0.00,decesos
2022-08-27,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,decesos
2022-08-28,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-08-29,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-08-30,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,decesos
2022-08-31,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-01,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-02,0.00,1.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-09-03,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-04,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,decesos
2022-09-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-06,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,decesos
2022-09-07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,decesos
2022-09-08,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-09,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-11,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-12,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-14,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-15,0.00,0.00,0.00,1.00,0.00,0.00,6.00,0.00,0.00,decesos
2022-09-16,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,decesos
2022-09-17,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,decesos
2022-09-18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-19,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,decesos
2022-09-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-23,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-26,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-28,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-09-30,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,decesos
2022-10-01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-21,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,decesos
2022-10-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-10-31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-08,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-10,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,decesos
2022-11-11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-14,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2022-11-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,decesos
2020-05-07,,,,,,,,,,positividad
2020-05-08,0.00,18.00,15.40,12.50,0.00,23.10,43.90,100.00,0.00,positividad
2020-05-09,,5.70,10.90,62.50,0.00,50.00,58.60,0.00,,positividad
2020-05-10,,11.30,52.90,15.00,0.00,,27.70,28.60,,positividad
2020-05-11,0.00,4.80,55.60,0.00,,0.00,29.40,89.30,,positividad
2020-05-12,,2.90,17.90,22.20,,13.60,39.20,0.00,,positividad
2020-05-13,,2.30,26.50,0.00,0.00,0.00,41.00,100.00,,positividad
2020-05-14,,50.00,19.60,23.50,0.00,,37.30,100.00,,positividad
2020-05-15,,,18.60,0.00,,0.00,43.80,100.00,,positividad
2020-05-16,,,,11.10,,0.00,54.70,3.00,,positividad
2020-05-17,,4.30,,40.00,16.70,,47.00,,,positividad
2020-05-18,,,,100.00,,,58.20,100.00,,positividad
2020-05-19,0.00,,12.90,5.00,,0.00,22.30,100.00,,positividad
2020-05-20,,,11.80,0.00,,8.30,49.60,93.90,,positividad
2020-05-21,,,6.50,16.70,11.10,12.50,47.00,51.90,,positividad
2020-05-22,,8.50,26.80,28.60,0.00,14.30,51.30,81.90,,positividad
2020-05-23,11.10,,,22.20,0.00,,36.80,68.90,,positividad
2020-05-24,,,,12.50,4.20,,62.40,0.00,,positividad
2020-05-25,,13.40,17.90,14.30,16.70,2.40,68.80,42.90,,positividad
2020-05-26,,5.80,24.00,11.10,0.00,,67.00,71.90,,positividad
2020-05-27,13.00,3.60,11.40,100.00,0.00,0.00,58.40,72.40,,positividad
2020-05-28,0.00,11.90,46.20,21.10,4.70,11.50,61.30,74.80,,positividad
2020-05-29,0.00,25.30,46.90,58.30,50.00,3.80,49.10,88.60,,positividad
2020-05-30,,34.00,62.40,100.00,0.00,26.70,69.10,88.50,,positividad
2020-05-31,,28.40,45.50,42.40,100.00,,54.70,95.30,,positividad
2020-06-01,,61.50,66.50,46.20,50.00,15.60,44.00,81.70,,positividad
2020-06-02,9.10,22.10,49.30,72.70,37.10,0.00,41.10,70.80,,positividad
2020-06-03,11.10,13.20,35.70,19.00,26.30,7.00,59.80,75.10,100.00,positividad
2020-06-04,11.10,8.90,43.90,45.70,14.10,12.50,53.70,70.80,,positividad
2020-06-05,46.20,,32.80,26.50,38.40,17.20,35.40,76.50,,positividad
2020-06-06,7.70,,39.00,17.30,29.30,22.00,64.20,72.10,75.00,positividad
2020-06-07,,9.70,68.20,30.80,12.20,,46.70,52.70,24.30,positividad
2020-06-08,,17.50,25.00,77.80,31.20,19.40,50.60,72.00,0.00,positividad
2020-06-09,0.00,21.20,46.00,22.60,15.80,11.50,56.70,70.20,43.90,positividad
2020-06-10,64.30,21.50,60.60,30.90,19.20,1.70,49.40,57.00,50.00,positividad
2020-06-11,20.30,100.00,56.70,28.20,38.70,11.00,59.40,47.70,36.60,positividad
2020-06-12,25.60,14.20,,34.80,75.00,40.00,60.10,50.00,44.10,positividad
2020-06-13,25.40,32.30,,27.50,19.30,38.50,82.60,41.50,44.60,positividad
2020-06-14,18.20,32.00,93.00,20.50,28.10,,45.40,50.00,48.70,positividad
2020-06-15,34.90,20.80,42.80,34.40,16.40,47.80,67.30,19.00,70.00,positividad
2020-06-16,18.50,23.30,50.70,23.40,27.70,59.10,76.30,68.10,36.40,positividad
2020-06-17,23.80,100.00,61.50,57.10,27.90,36.60,74.20,61.80,84.50,positividad
2020-06-18,49.50,100.00,51.30,44.20,21.20,21.30,69.40,55.60,71.90,positividad
2020-06-19,17.70,12.40,60.90,25.80,15.80,10.90,62.50,68.10,,positividad
2020-06-20,41.60,34.10,53.70,20.80,18.70,28.70,78.00,50.50,,positividad
2020-06-21,60.00,47.00,65.00,39.60,40.00,6.80,45.90,60.40,66.70,positividad
2020-06-22,0.00,30.80,66.30,66.10,50.40,37.70,39.20,40.70,70.00,positividad
2020-06-23,26.60,29.80,35.80,79.20,23.30,40.70,62.70,59.90,69.20,positividad
2020-06-24,,,,75.00,48.50,30.20,96.40,49.30,100.00,positividad
2020-06-25,,,,51.20,20.00,59.00,89.50,45.80,100.00,positividad
2020-06-26,23.10,50.60,59.50,62.30,,,38.50,45.20,53.80,positividad
2020-06-27,22.90,43.50,62.90,25.00,,,79.60,41.80,50.00,positividad
2020-06-28,27.70,61.70,26.70,71.80,42.70,59.00,78.70,62.90,,positividad
